EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM2702,46,46-55,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,45558,45k-50k,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
RM2703,46,46-55,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,34692,30k-35k,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
RM2704,46,46-55,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,51694,50k-55k,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
RM2705,46,46-55,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,25198,25k-30k,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3
RM2706,46,46-55,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,38366,35k-40k,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4
RM2707,46,46-55,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,23392,20k-25k,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
RM2708,46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,49414,45k-50k,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
RM2709,46,46-55,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,35472,35k-40k,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
RM2710,46,46-55,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,26260,25k-30k,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
RM2711,46,46-55,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,9812,5k-10k,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
RM2712,46,46-55,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,22894,20k-25k,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
RM2713,46,46-55,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,14692,10k-15k,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
RM2714,46,46-55,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,3,Male,46,3,5,Research Director,4,Divorced,31936,30k-35k,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
RM2715,46,46-55,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,53832,50k-55k,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
RM2716,46,46-55,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,25184,25k-30k,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
RM2717,46,46-55,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,43478,40k-45k,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
RM2718,46,46-55,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,18978,15k-20k,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8
RM2719,46,46-55,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,64,3,3,Sales Executive,2,Married,31522,30k-35k,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7
RM2720,47,46-55,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,24036,20k-25k,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
RM2721,47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,36250,35k-40k,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
RM2722,47,46-55,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,55002,55k-60k,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
RM2723,47,46-55,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,18278,15k-20k,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
RM2724,47,46-55,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,27150,25k-30k,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
RM2725,47,46-55,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,23950,20k-25k,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
RM2726,47,46-55,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,24178,20k-25k,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
RM2727,47,46-55,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,29464,25k-30k,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0
RM2728,47,46-55,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,39066,35k-40k,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7
RM2729,47,46-55,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,29774,25k-30k,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
RM2730,47,46-55,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,17018,15k-20k,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
RM2731,47,46-55,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,20642,20k-25k,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
RM2732,47,46-55,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,74,3,1,Research Scientist,4,Married,23910,20k-25k,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
RM2733,47,46-55,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,56906,55k-60k,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
RM2734,47,46-55,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,51900,50k-55k,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
RM2735,47,46-55,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,13940,10k-15k,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
RM2736,47,46-55,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,45672,45k-50k,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
RM2737,47,46-55,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,51828,50k-55k,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
RM2738,47,46-55,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,10572,10k-15k,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
RM2739,47,46-55,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,42042,40k-45k,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10
RM2740,47,46-55,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,14322,10k-15k,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
RM2741,47,46-55,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,7750,5k-10k,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
RM2742,47,46-55,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,Single,29668,25k-30k,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
RM2743,47,46-55,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,98,3,3,Research Director,2,Married,37962,35k-40k,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
RM2744,48,46-55,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,42088,40k-45k,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
RM2745,48,46-55,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,51456,50k-55k,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0
RM2746,48,46-55,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,42816,40k-45k,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
RM2747,48,46-55,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,39494,35k-40k,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
RM2748,48,46-55,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,40694,40k-45k,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
RM2749,48,46-55,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,14586,10k-15k,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
RM2750,48,46-55,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,29738,25k-30k,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
RM2751,48,46-55,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,47990,45k-50k,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
RM2752,48,46-55,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,35808,35k-40k,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
RM2753,48,46-55,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,36740,35k-40k,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0
RM2754,48,46-55,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,Single,20966,20k-25k,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0
RM2755,48,46-55,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,40912,40k-45k,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
RM2756,48,46-55,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,96,3,2,Sales Executive,1,Divorced,53090,50k-55k,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
RM2757,48,46-55,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,Female,96,3,2,Sales Executive,3,Divorced,30886,30k-35k,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7
RM2758,48,46-55,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,65,3,1,Research Scientist,1,Married,36560,35k-40k,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
RM2759,48,46-55,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,14704,10k-15k,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
RM2760,48,46-55,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,26980,25k-30k,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
RM2761,48,46-55,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,30666,30k-35k,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
RM2762,48,46-55,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,8374,5k-10k,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
RM2763,49,46-55,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,2,3,Male,61,2,2,Research Scientist,2,Married,53314,50k-55k,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
RM2764,49,46-55,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,14598,10k-15k,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
RM2765,49,46-55,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,51086,50k-55k,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
RM2766,49,46-55,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,54688,50k-55k,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
RM2767,49,46-55,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,39120,35k-40k,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7
RM2768,49,46-55,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,27632,25k-30k,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
RM2769,49,46-55,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,7750,5k-10k,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
RM2770,49,46-55,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,Sales Executive,4,Married,15220,15k-20k,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7
RM2771,49,46-55,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,1,Research Scientist,1,Married,24608,20k-25k,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
RM2772,49,46-55,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,48454,45k-50k,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
RM2773,49,46-55,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,27258,25k-30k,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
RM2774,49,46-55,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,27748,25k-30k,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0
RM2775,49,46-55,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,48920,45k-50k,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
RM2776,49,46-55,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,1,Male,96,3,2,Healthcare Representative,3,Married,46568,45k-50k,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
RM2777,49,46-55,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced,45396,45k-50k,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
RM2778,49,46-55,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,3,Female,43,2,2,Laboratory Technician,1,Married,49640,45k-50k,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
RM2779,49,46-55,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,47704,45k-50k,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
RM2780,49,46-55,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,10496,10k-15k,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
RM2781,49,46-55,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,26804,25k-30k,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
RM2782,49,46-55,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,53382,50k-55k,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
RM2783,49,46-55,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,48268,45k-50k,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
RM2784,49,46-55,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,19882,15k-20k,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
RM2785,49,46-55,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,2,Male,42,3,5,Research Director,4,Married,30976,30k-35k,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
RM2786,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,29986,25k-30k,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
RM2787,49,46-55,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,29986,25k-30k,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
RM2788,50,46-55,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,11120,10k-15k,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
RM2789,50,46-55,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,36902,35k-40k,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8
RM2790,50,46-55,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,23010,20k-25k,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
RM2791,50,46-55,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,16790,15k-20k,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
RM2792,50,46-55,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,37606,35k-40k,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
RM2793,50,46-55,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,10350,10k-15k,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
RM2794,50,46-55,No,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,51736,50k-55k,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
RM2795,50,46-55,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,35130,35k-40k,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
RM2796,50,46-55,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,9010,5k-10k,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
RM2797,50,46-55,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,22128,20k-25k,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
RM2798,50,46-55,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,19498,15k-20k,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
RM2799,50,46-55,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,10094,10k-15k,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
RM2800,50,46-55,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,50404,50k-55k,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
RM2801,50,46-55,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,23466,20k-25k,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
RM2802,50,46-55,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815,3,Male,64,3,4,Research Director,3,Married,17262,15k-20k,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3
RM2803,50,46-55,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,98,3,4,Manager,1,Divorced,12588,10k-15k,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
RM2804,50,46-55,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,16730,15k-20k,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
RM2805,50,46-55,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,11822,10k-15k,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
RM2806,50,46-55,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,43830,40k-45k,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
RM2807,50,46-55,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,53340,50k-55k,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
RM2808,50,46-55,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,29206,25k-30k,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
RM2809,50,46-55,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,38002,35k-40k,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
RM2810,50,46-55,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,22480,20k-25k,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
RM2811,50,46-55,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,48344,45k-50k,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
RM2812,50,46-55,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,Male,88,1,4,Research Director,4,Single,52400,50k-55k,24450,1,Y,Yes,13,3,4,80,0,32,2,3,32,6,13,9
RM2813,50,46-55,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,Male,59,3,5,Manager,3,Married,42538,40k-45k,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
RM2814,50,46-55,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,44878,40k-45k,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
RM2815,50,46-55,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,47462,45k-50k,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
RM2816,50,46-55,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,32010,30k-35k,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
RM2817,50,46-55,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,36672,35k-40k,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
RM2818,50,46-55,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,36672,35k-40k,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
RM2819,51,46-55,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,40950,40k-45k,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
RM2820,51,46-55,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,20346,20k-25k,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
RM2821,51,46-55,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,55092,55k-60k,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
RM2822,51,46-55,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,16424,15k-20k,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
RM2823,51,46-55,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,53800,50k-55k,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3
RM2824,51,46-55,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,31466,30k-35k,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
